school_code,school_name,address,region,website_url,tuition_range,latitude,longitude,dean_url,source
DTP,Phân Hiệu Đại Học Thái Nguyên Tại Lào Cai,Tổ 13 Bình Minh - Phường Cam Đường - Tỉnh Lào Cai,Tỉnh Lào Cai,https://laocai.tnu.edu.vn/,,22.4398132,104.0237222,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/phan-hieu-dai-hoc-thai-nguyen-tai-lao-cai-DTP.html,merged
TQU,Trường Đại học Tân Trào,"Tổ dân phố Trung Môn 16, phường Minh Xuân, tỉnh Tuyên Quang",Phường Minh Xuân,https://daihoctantrao.edu.vn/,,21.838112,105.1775589,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-tan-trao-TQU.html,merged
TKG,Trường Đại học Kiên Giang,"Số 320 A - Quốc lộ 61 - TT. Minh Lương, Châu Thành - Kiên Giang",Tỉnh An Giang,https://www.vnkgu.edu.vn/trang-chu.html,,9.9146409,105.1431246,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-kien-giang-TKG.html,merged
DVD,"Trường Đại Học Văn Hóa, Thể Thao Và Du Lịch Thanh Hóa","Số 561, đường Quang Trung, phường Hạc Thành, tỉnh Thanh Hóa",,https://tucst.edu.vn/,,,,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-van-hoa-the-thao-va-du-lich-thanh-hoa-DVD.html,merged
DTG,Phân hiệu Đại học Thái Nguyên tại Hà Giang,Tổ 16 – Phường Nguyễn Trãi – TP. Hà Giang – Tỉnh Hà Giang.,Phường Hà Giang 1,https://hagiang.tnu.edu.vn/luu-tru/444,,22.8123623,104.9814349,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/phan-hieu-dai-hoc-thai-nguyen-tai-ha-giang-DTG.html,merged
DNB,Trường Đại Học Hoa Lư,"Đường Xuân Thành, phường Hoa Lư, tỉnh Ninh Bình.",Tỉnh Ninh Bình,hluv.edu.vn,,20.2525683,105.9504482,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-hoa-lu-DNB.html,merged
LBS,Trường Đại học Nguyễn Huệ,"Trường Sĩ quan Lục quân 2, Nguyễn Hoàng, Long Đức 1, Phường Tam Phước, Ấp 8, Thành phố Đồng Nai, Việt Nam",Thành phố Đồng Nai,,,10.8796718,106.9543747,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-nguyen-hue-LBS.html,merged
HVA,Học Viện Âm Nhạc Huế,"01 Lê Lợi, Thành phố Huế",Phường Thuận Hóa,https://hocvienamnhachue.edu.vn/vi/,,16.4588269,107.5779231,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/hoc-vien-am-nhac-hue-HVA.html,merged
NVH,Học Viện Âm Nhạc Quốc Gia Việt Nam,"77 Hào Nam, Ô Chợ Dừa, Hà Nội",Thành phố Hà Nội,www.vnam.edu.vn,,21.0229499,105.8261347,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/hoc-vien-am-nhac-quoc-gia-viet-nam-NVH.html,merged
NVS,Nhạc Viện TPHCM,"112 Nguyễn Du, phường Bến Thành, TP. Hồ Chí Minh",Thủ Đức,https://hcmcons.vn/,,10.7744198,106.6950257,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/nhac-vien-tphcm-NVS.html,merged
DVX,Trường Đại Học Công Nghệ Vạn Xuân,"Số 103, Nguyễn Sinh Cung, thị xã Cửa Lò, Nghệ An",Tỉnh Nghệ An,https://www.vxut.edu.vn/,,18.7882596,105.7181169,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-cong-nghe-van-xuan-DVX.html,merged
DHH,Trường Đại Học Hà Hoa Tiên,"Trường Đại Học Hà hoa Tiên, Đường Đinh Tiên Hoàng, Phường Hà Nam, Tỉnh Ninh Bình, 03513, Việt Nam",Tỉnh Ninh Bình,,,20.6140711,105.9213031,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-ha-hoa-tien-DHH.html,merged
MTC,Trường Đại Học Mỹ Thuật Công Nghiệp,"360 đường La Thành, phường Ô chợ Dừa, Hà Nội",Thành phố Hà Nội,www.mythuatcongnghiep.edu.vn,,21.0234248,105.8238345,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-my-thuat-cong-nghiep-MTC.html,merged
MTS,Trường Đại Học Mỹ Thuật TPHCM,"05 Phan Đăng Lưu, P. Gia Định, TP Hồ Chí Minh",Thủ Đức,https://www.hcmufa.edu.vn/,,10.8023624,106.6952376,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-my-thuat-tphcm-MTS.html,merged
MTH,Trường Đại Học Mỹ Thuật Việt Nam,"42 Yết Kiêu, Hoàn Kiếm, Hà Nội",Thành phố Hà Nội,http://mythuatvietnam.edu.vn/,,21.0221271,105.8424815,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-my-thuat-viet-nam-MTH.html,merged
YHT,Phân hiệu Đại học Y Hà Nội tại Thanh Hóa,,,,,,,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/phan-hieu-dai-hoc-y-ha-noi-tai-thanh-hoa-YHT.html,merged
RMU,Trường Đại Học Quốc Tế RMIT Việt Nam,,,,,,,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-quoc-te-rmit-viet-nam-RMU.html,merged
RHM,Trường Đại Học Răng – Hàm – Mặt,,,,,,,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-rang-ham-mat-RHM.html,merged
SKD,Trường Đại Học Sân Khấu Điện Ảnh Hà Nội,"Khu Văn hóa nghệ thuật, Phường Phú Diễn, Thành phố Hà Nội",Thành phố Hà Nội,https://skda.edu.vn/,,21.0402005,105.774988,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-san-khau-dien-anh-ha-noi-SKD.html,merged
CIV,Học viện Công giáo Việt Nam,,,,,,,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/hoc-vien-cong-giao-viet-nam-CIV.html,merged
ZNH,Trường Đại học Văn hóa Nghệ thuật Quân đội,"Trường Đại học Văn hóa Nghệ thuật Quân đội, 101, Đường Nguyễn Chí Thanh, Láng Hạ, Kẻ Láng, Phường Láng, Thành phố Hà Nội, 11528, Việt Nam",Thành phố Hà Nội,,,21.0172028,105.8073565,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-van-hoa-nghe-thuat-quan-doi-ZNH.html,merged
LCDF,Học viện Thiết kế và Thời trang London Hà Nội,"Học viện Thiết kế và Thời trang London, Đường Tô Ngọc Vân, Quảng Bá, Phường Tây Hồ, Thành phố Hà Nội, 11214, Việt Nam",Thành phố Hà Nội,,,21.0671359,105.8209737,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/hoc-vien-thiet-ke-va-thoi-trang-london-ha-noi-LCDF.html,merged
DNV,Trường Đại học Nội vụ Hà Nội,"Trường Đại học Nội vụ Hà Nội, Đường Xuân La, Quan La, Xuân Đỉnh, Phường Xuân Đỉnh, Thành phố Hà Nội, 10264, Việt Nam",Thành phố Hà Nội,,,21.0677976,105.8035927,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-noi-vu-ha-noi-DNV.html,merged
VPH,Trường Sĩ Quan Kĩ Thuật Quân Sự -  Hệ Quân sự - Đại Học Trần Đại Nghĩa,,,,"- Thí sinh trúng tuyển vào Trường Sĩ quan Kỹ thuật quân sự được Quân đội bảo đảm về ăn, ở, trang phục; không phải đóng học phí; hằng tháng tất cả học viên được cấp phụ cấp sinh hoạt, được sử dụng miễn phí cơ sở vật chất của Nhà trường cho học tập, rèn luyện, nghiên cứu khoa học; được cấp phát không thu tiền trang thiết bị, đồ dùng phục vụ học tập. - Thân nhân của học viên (bố mẹ đẻ, bố mẹ nuôi hợp",,,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/truong-si-quan-ki-thuat-quan-su-he-quan-su-dai-hoc-tran-dai-nghia-VPH.html,merged
DSD,Trường Đại Học Sân Khấu Điện Ảnh TPHCM,"Số 125 Cống Quỳnh, Phường Cầu Ông Lãnh, TP Hồ Chí Minh",,https://skdahcm.edu.vn/,,,,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-san-khau-dien-anh-tphcm-DSD.html,merged
DDA,Trường Đại Học Công Nghệ Đông Á,"Khu Xuân Ổ A, Phường Võ Cường, Bắc Ninh",Thành phố Hà Nội,https://eaut.edu.vn/,– Hồ sơ và Lệ phí xét tuyển học bạ: 350.000đ/sinh viên | – Lệ phí nhập học: 50.000đ/sinh viên | – Thẻ thư viện tích hợp Thẻ gửi xe: 100.000đ/sinh viên,21.0400027,105.741891,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-cong-nghe-dong-a-DDA.html,merged
BUV,Trường Đại Học Anh Quốc Việt Nam,"Lô GĐ-01, Khu đô thị Ecopark, Phụng Công, Hưng Yên",Tỉnh Hưng Yên,https://www.buv.edu.vn/,,20.9653857,105.9315862,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-anh-quoc-viet-nam-BUV.html,merged
BMU,Trường Đại học Y Dược Buôn Ma Thuột,"298 Hà Huy Tập, Phường Tân An, Tỉnh Đắk Lắk",Tỉnh Đắk Lắk,https://bmtu.edu.vn/,NGÀNH TUYỂN SINH ĐÀO TẠO ĐẠI HỌC HỆ CHÍNH QUY | TT | Mã trường,12.7144798,108.0725375,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-y-duoc-buon-ma-thuot-BMU.html,merged
DDG,Khoa Giáo dục thể chất Đà Nẵng,"62 Ngô Sĩ Liên, Q.Liên Chiểu, Đà Nẵng",,http://fpe.udn.vn/,Sinh viên theo học tại Khoa Giáo dục Thể chất - Đại học Đà Nẵng được miễn 100% học phí trong suốt quá trình học.,,,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/khoa-giao-duc-the-chat-da-nang-DDG.html,merged
VKU,Trường Đại học Công nghệ Thông tin và Truyền thông Việt Hàn - Đại học Đà Nẵng,": 470 Trần Đại Nghĩa, P. Ngũ Hành Sơn, Tp. Đà Nẵng",,https://vku.udn.vn/,,,,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-cong-nghe-thong-tin-va-truyen-thong-viet-han-dai-hoc-da-nang-VKU.html,merged
